client_uuid,company_size,industry,subindustry,company_type,country,state,city,zip_code
346,Large,Tourism & Hospitality,electronics,PARTNERSHIP,Philippines,Davao,Samal,8100
347,N/A,,Network Equipment,LLC,Philippines, Davao,Zamboanga City,7000
348,med,Food & Beverage,Restaurant,N/A,Philippines,Zamboanga,Pagadian,7000
349,Small,Import/Export,Automotive,Sole Proprietorship,N/A,Metro Manila,Pasig,1400
350,Micro,Retail Trade,Hardware,Partnership,Philippines,Metro Manila,Quezon City,1770
351,Small,manufacturing,Internet Provider,LLC,Philippines,Davao,Davao City,8105
352,,Food & Beverage,Catering,Sole Proprietorship,Philippines,Davao,Samal,8100
353,Micro,Telecommunications,TEXTILES,LLC,Philippines,Unknown,manila,6100
354,Small,Food & Beverage,TEXTILES,Partnership, Philippines,,davao ,1740
355,Medium,,Renovation,corporation,Pilipinas,Metro Manila,Quezon City,1770
356,N/A,Education,Private School,Sole Proprietorship,Philippines,Metro Manila,Las Piñas,1400
357,Micro,Import/Export,Consumer Goods,Partnership,Philippines,,Toledo,6045
358,Large,Manufacturing,TEXTILES,Partnership,Philippines,Iloilo,Kalibo,5600
359,Medium,Financial Services,Insurance,,Philippines,Zamboanga,Pagadian,7000
360, Small,Agriculture,other,Cooperative,Philippines,Iloilo,Iloilo City,5800
361,Small,Real Estate,electronics,Partnership,Philippines,Zamboanga,Dipolog,7016
362,Small,Real Estate,Commercial,LLC,Philippines,Metro Manila,N/A,1000
363,Medium,Education,Private School,PARTNERSHIP,,Metro Manila,Caloocan,1400
364,Large,RETAIL TRADE,Microfinance,LLC,Philippines,Cebu,,6014
365,Small,RETAIL TRADE,,PARTNERSHIP,PHILIPPINES,CEBU,QUEZON CITY,6038
366,Micro,Other,Real Estate Brokerage,Partnership,Philippines,Cebu,,6045
367,Medium,Retail Trade,Electronics Store,LLC,Philippines,Metro Manila,Mandaluyong,1600
368,Micro,Retail Trade,N/A,LLC,Philippines,CEBU,N/A,6015
369,Micro,manufacturing,grocery ,Partnership,Philippines,Cebu,Mandaue,6014
370,MEDIUM,Manufacturing,other,LLC,PH,Metro Manila,Caloocan,1740
371,Large,Import/Export,Consumer Goods,Sole Proprietorship,Philippines,Metro Manila,davao ,1630
372,Medium,N/A,Food Processing,Sole Proprietorship,Philippines, Davao,Pagadian,7000
373, Small,manufacturing,,Cooperative,Philippines,Davao,davao ,8119
374,Micro,construction ,Vocational,Cooperative,ph, Davao,Lapu-Lapu,6014
375,Small,Manufacturing,grocery ,Cooperative,Philippines,Metro Manila,,1300
376,Large,,Insurance,LLC,Philippines,N/A,Zamboanga City,7000
377,MEDIUM,Other,Digital Marketing,Partnership,Philippines,Metro Manila,Makati,1200
378,Small,food&beverage,Coffee Shop, LLC,Philippines,Davao,Samal,8105
379, Small,construction ,Residential,Corporation,Philippines,Cebu,Cebu City,6015
380,Medium,Education,electronics,Cooperative,ph,Davao,Digos,8100
381,Large,Construction,Residential,Sole Proprietorship,Philippines,N/A,Las Piñas,1200
382,Small,Transportation,Delivery Services,LLC,Pilipinas, Davao,Iloilo City,5800
383,,Agriculture,Livestock,Inc., Philippines,Cebu,Cebu City,6000
384,large ,N/A,Internet Provider,Corporation,Philippines,Davao,Tagum,8002
385,Unknown,food&beverage,Food Truck,coop,,Metro Manila,Muntinlupa,1200
386,Small,Healthcare,Laboratory, LLC,Philippines,Davao,Panabo,8000
387,Medium,construction ,electronics,Cooperative,Philippines,Davao,Samal,8002
388,Small,Import/Export,Industrial Equipment,LLC,Philippines,Davao,N/A,8100
389,Micro,Agriculture,Livestock,LLC,PH,Cebu,Mandaue,6038
390,small,Retail Trade,Grocery,,Philippines,Zamboanga,Dipolog,7100
391,Small,N/A,Commercial,Cooperative,Philippines,Iloilo,Iloilo City,5600
392,Large,Agriculture,,N/A,,Davao,Davao City,8100
393,Large,Food & Beverage,Catering,Sole Proprietorship,Philippines,Metro Manila,Taguig,1740
394,Medium,Retail Trade,Electronics Store,Partnership,Philippines,metro manila,Las Piñas,1000
395,MEDIUM,Other,,Sole Proprietorship,Philippines,Zamboanga,Pagadian,7016
396,Medium,N/A,Food Products,Partnership,Philippines,CEBU,Panabo,8002
397,Medium,RETAIL TRADE,Food Products,Cooperative,Philippines,Iloilo,davao ,6100
398, Small,manufacturing, software,Sole Proprietorship,Philippines,Zamboanga,N/A,7016
399,,Education,Online Education,N/A,Philippines,Davao,Panabo,8119
400,Medium,RETAIL TRADE,IT Services,Sole Proprietorship,Philippines, Davao,Kalibo,6100
401,Large,Transportation,electronics,Partnership,Philippines,Davao,QUEZON CITY,8002
402,N/A,Food & Beverage,Bakery,Sole Proprietorship,Philippines,,Pagadian,7100
403,Large,Technology,E-commerce,coop, Philippines, Davao,Toledo,6015
404,Large,Agriculture,Organic Farming,Partnership,Philippines,Metro Manila,Taguig,1550
405,Small,Financial Services,Money Exchange,Cooperative,Philippines,iloilo ,Pagadian,7100
406,Micro,Agriculture,Livestock,corporation,Pilipinas,Cebu,Talisay,6038
407,med,Construction,Materials Supply,Cooperative, Philippines,,N/A,5000
408, Small,,other,Sole Proprietorship,PH,Zamboanga,Pagadian,7100
409,med,Real Estate,Real Estate Brokerage,Cooperative,N/A,Iloilo,Unknown,5600
410,Medium,N/A,Online Education,LLC,Philippines,,Cebu City,6014
411,N/A,Financial Services,TEXTILES,Partnership,PH,Zamboanga,Zamboanga City,7016
412,lg,Financial Services,Money Exchange,corporation,Philippines,Cebu,N/A,6038
413,Small,Transportation,N/A,LLC,Philippines,Metro Manila,Unknown,1200
414,Medium,Agriculture,Rice Farming,Cooperative,PHILIPPINES,Iloilo,Iloilo City,5800
415,Micro,Real Estate,Commercial,,Philippines,Metro Manila,Las Piñas,1100
416,Small,Transportation,Public Transport,Cooperative,Philippines,Davao,Digos,8119
417, Small,Import/Export,N/A,Cooperative,Philippines,Zamboanga,Dipolog,7016
418,Micro,Financial Services,Remittance,Cooperative,Philippines,Metro Manila,Taguig,1000
419,Micro,Food & Beverage,Restaurant,corporation,Philippines,Zamboanga,Unknown,7100
420,Large,,Dental,Sole Proprietorship,Philippines,Davao,Samal,8000
421,Medium,Other, software,Cooperative,Philippines,Metro Manila,Mandaluyong,1300
422,Unknown,Education,Tutorial,Corporation,N/A,,,1400
423,Micro,Tourism & Hospitality,Event Planning,Cooperative,Philippines,Metro Manila,Makati,1630
424,N/A,,Mobile Services,Cooperative,Philippines,,manila,5800
425,Small,Agriculture,Fishery,PARTNERSHIP,Philippines,Davao,Davao City,8105
426,Unknown,Real Estate,Commercial,coop,Philippines,Zamboanga,Unknown,7016
427,Small,manufacturing,Food Truck,Corporation,Philippines,iloilo ,Iloilo City,5600
428,Large, Technology,Network Equipment,Corporation,Philippines,Metro Manila,Manila,1770
429,lg,,Real Estate Brokerage,Cooperative,philippines,Davao,Davao City,8000
430,Medium,,, LLC,Philippines,,Panabo,8119
431,Medium,Tourism & Hospitality,Hotel,LLC,Philippines,Zamboanga,Pagadian,7000
432,Micro,Real Estate,Property Management,Partnership,Philippines,,N/A,1400
433,, Technology,Food Truck,Cooperative,Philippines,Zamboanga,Dipolog,7016
434,Micro,Manufacturing,Textiles,Cooperative,Philippines,Zamboanga,Dipolog,7100
435,small,Healthcare,Laboratory,Sole Proprietorship,,Metro Manila,N/A,1770
436,Large,Manufacturing, software,N/A,Philippines,Davao,Digos,8119
437,Small,N/A,grocery ,coop,,N/A,Panabo,8100
438,Large,Import/Export,Industrial Equipment,Sole Proprietorship,ph,Iloilo,Kalibo,5000
439,Medium,Real Estate,Property Management,Inc.,PH,metro manila,QUEZON CITY,5800
440,Medium,Technology,E-commerce,sole prop,,Zamboanga,Zamboanga City,7000
441,Micro,Education,Training Center,Partnership,Philippines,N/A,Zamboanga City,7100
442,lg,Telecommunications,Internet Provider,Cooperative,,Cebu,Cebu City,6015
443,Micro,Education,N/A,LLC,Philippines,CEBU,Roxas,5000
444,Medium,Agriculture,,LLC,Philippines,Cebu,QUEZON CITY,6000
445,Micro,Healthcare,,,Philippines, Davao,Makati,1550
446,Micro,Healthcare,,LLC,Philippines,Cebu,Toledo,6038
447,Medium,,Industrial Equipment, LLC,Philippines,Metro Manila,Makati,1300
448,Micro,Construction,N/A,Partnership,Philippines,iloilo ,Talisay,6015
449,Large,RETAIL TRADE,Textiles,Partnership, Philippines,Cebu,Mandaue,6045
450,small,manufacturing,Property Management,Corporation,Philippines,Metro Manila,Pasig,1770
451,Medium,food&beverage,Bakery,sole prop,Philippines,Iloilo,QUEZON CITY,6100
452,small,Tourism & Hospitality,Resort,Cooperative,Philippines,N/A,Lapu-Lapu,6014
453,Large,Education,Online Education,coop,Philippines,Metro Manila,Makati,1550
454,Small,Financial Services,,Partnership,Philippines,metro manila,N/A,7100
455,Micro,Real Estate,Real Estate Brokerage, LLC,N/A,Davao,Unknown,8105
456,med,Healthcare,Physical Therapy,Cooperative,PHILIPPINES,Unknown,davao ,1200
457,Large,N/A,Mobile Services,Sole Proprietorship,Philippines,Iloilo,Kalibo,6100
458,Unknown,Construction,Renovation,LLC,PH,Iloilo,davao ,5600
459,Micro,N/A,IT Services,Partnership,Philippines,Davao,Davao City,8105
460,Medium,,Cable TV,N/A,Philippines,Zamboanga,Zamboanga City,7000
461,N/A,Technology,E-commerce,Cooperative,Philippines,Metro Manila,Caloocan,1000
462,Small,Technology, software,Corporation,Pilipinas,Iloilo,Bacolod,5800
463,Medium,Manufacturing,electronics,LLC,Pilipinas,CEBU,Dipolog,7000
464,N/A,Agriculture,Agricultural Supply, LLC,Philippines,Cebu,Mandaue,6015
465,Large,RETAIL TRADE,grocery , LLC,Philippines,N/A,Bacolod,5000
466,Large,Transportation,Delivery Services,Cooperative,Philippines,Zamboanga,Dipolog,7016
467,Large,Agriculture,Rice Farming,LLC,philippines,Iloilo,QUEZON CITY,5600
468,Large,Telecommunications,Call Center,Sole Proprietorship,Philippines, Davao,N/A,7016
469,Small,Tourism & Hospitality,Hotel,PARTNERSHIP,Philippines,Cebu,Cebu City,6045
470,Micro,Healthcare,Clinic,Cooperative,Philippines,Metro Manila,N/A,1740
471,large ,construction ,Clinic,Inc.,Pilipinas,Metro Manila,Pasig,1600
472,Unknown,Real Estate,Development,Corporation,Philippines,Davao,Unknown,8105
473,large ,Food & Beverage,Bakery,Corporation,Philippines,Unknown,Dipolog,7000
474,Micro,Manufacturing,,Cooperative,Philippines,Davao,Tagum,8000
475,Large,Import/Export,Automotive,Partnership,Philippines,Iloilo,davao ,5600
476,Micro,Construction,Materials Supply,Sole Proprietorship,PHILIPPINES,Iloilo,Bacolod,5000
477,MEDIUM,Import/Export,electronics,LLC,Philippines,Iloilo,Bacolod,5000
478,Micro,Healthcare,Laboratory,Partnership,Philippines,CEBU,N/A,5600
479,Medium,,Livestock,Sole Proprietorship,Philippines,Unknown,Samal,8100
480,Medium,Agriculture,grocery ,Inc.,philippines,Zamboanga,Zamboanga City,7100
481,Unknown,,IT Services,Corporation,Philippines,Zamboanga,Dipolog,7016
482,Medium,Manufacturing,Automotive Parts,Corporation,Philippines, Davao,Pagadian,7100
483,Unknown,Telecommunications,Call Center,Sole Proprietorship,Philippines,Iloilo,Kalibo,6100
484,Large,Retail Trade,electronics,Inc.,Philippines,Cebu,Talisay,6015
485,Medium, Technology,grocery ,LLC,Philippines,Cebu,Talisay,6000
486,Large,Agriculture,Rice Farming,Cooperative,Philippines,Zamboanga,Pagadian,7100
487,Micro,Retail Trade,Pharmacy,corporation,Philippines,Davao,Unknown,8000
488,Small,Construction,Materials Supply,Partnership,Philippines,Iloilo,Iloilo City,6100
489,Micro,Import/Export,Consumer Goods,Cooperative,Philippines,Cebu,Talisay,6015
490,Micro,Technology,Software Development,Cooperative,Philippines,Cebu,Lapu-Lapu,6000
491,small,Retail Trade,misc,PARTNERSHIP,Philippines,Davao,Unknown,8000
492,Medium,Food & Beverage,TEXTILES,sole prop,Philippines, Davao,Quezon City,1200
493,Medium,Agriculture,N/A,Corporation,Philippines,Metro Manila,Manila,1740
494,Unknown,Construction,,N/A,Philippines,Iloilo,Iloilo City,5800
495,Small,Agriculture,Organic Farming,Partnership, Philippines,Metro Manila,Muntinlupa,1000
496,Small,N/A,Tutorial,Sole Proprietorship,Pilipinas,,Toledo,6014
497,Small,Other,other,Corporation,Philippines,Unknown,Muntinlupa,1600
498,MEDIUM,Retail Trade,N/A,coop, Philippines,,QUEZON CITY,5600
499,N/A,Construction,Renovation,sole prop,PH,Zamboanga,Zamboanga City,7100
500,med,manufacturing,N/A,LLC,ph,Metro Manila,Quezon City,1400
501,Medium,RETAIL TRADE,Vocational,PARTNERSHIP,Philippines,Cebu,Unknown,6014
502,Medium,Retail Trade,Electronics Store,corporation,Philippines,Unknown,Samal,8100
503,Medium,Retail Trade,other,,Philippines,CEBU,Bacolod,5000
504,Small,Food & Beverage,TEXTILES,Corporation,,N/A,Davao City,8119
505,Medium,Transportation,Car Rental,Cooperative,Philippines,iloilo , cebu city,1300
506, Small,Agriculture,grocery ,Cooperative,,metro manila,Roxas,5800
507,Large,manufacturing,Microfinance,coop,Philippines,metro manila,Zamboanga City,7000
508,Large,Import/Export,Electronics,Corporation,Philippines,,Digos,8100
509,Micro,,Physical Therapy, LLC,PHILIPPINES,Zamboanga,QUEZON CITY,7000
510,Large,Construction,Residential,Cooperative, Philippines,Zamboanga,Dipolog,7100
511,MEDIUM,Manufacturing,Furniture,Partnership,PHILIPPINES,Davao,,8000
512,Small,Education,Private School,,Philippines,Davao,Tagum,8100
513,med,Telecommunications,Cable TV,Partnership,Philippines,Zamboanga,Dipolog,7000
514,Small,Agriculture,Fishery,corporation,Philippines,Cebu,Lapu-Lapu,6038
515,Medium,manufacturing,Event Planning,Cooperative,Philippines,Cebu,Toledo,6000
516,Large,Education,Private School,LLC,philippines,Cebu,Toledo,6000
517,Micro,Tourism & Hospitality,misc,Corporation,Philippines,Metro Manila,Las Piñas,1740
518,Micro, Technology,Commercial, LLC,ph,Cebu,N/A,6014
519,Small,Import/Export,,corporation,PHILIPPINES,Metro Manila,Quezon City,1200
520,Large,Other,Web Design,corporation,Pilipinas,Metro Manila,Mandaluyong,1770
521,Micro,Food & Beverage,Coffee Shop, LLC,Philippines,,Samal,8000
522,,N/A,Investment,Corporation,Philippines,Zamboanga,Zamboanga City,7000
523, Small,Manufacturing, software,Partnership,Philippines,Cebu,Mandaue,6015
524,Large,Import/Export,Electronics,Sole Proprietorship,Philippines,N/A,Toledo,6014
525,MEDIUM,,Hardware,sole prop,Philippines,Zamboanga,manila,7100
526,MEDIUM,Education,Tutorial,LLC,Philippines,Iloilo,Kalibo,6100
527,Micro,Education,Training Center,LLC,Philippines,Davao,Samal,8002
528,Medium,RETAIL TRADE,Restaurant,LLC,Philippines, Davao,Zamboanga City,7100
529,Medium,,Agricultural Supply, LLC,Philippines,N/A, cebu city,5000
530,Small,Financial Services,Microfinance,Inc.,philippines,iloilo ,Panabo,8100
531,Small,Manufacturing,Automotive Parts,Inc.,Philippines,N/A,Dipolog,7016
532,Large,Tourism & Hospitality,N/A,Partnership,Philippines, Davao,Pagadian,7000
533,med,Financial Services,Investment,Cooperative,ph,,Pagadian,7100
534,Small,Financial Services,Insurance,Corporation,Philippines,Davao,Tagum,8000
535,Large,Agriculture,Fishery,Corporation,ph,Zamboanga,,7000
536,Large,Real Estate,Real Estate Brokerage,LLC,Philippines,Davao,Tagum,8105
537,Unknown,Telecommunications,Call Center,Corporation,Philippines,Cebu,davao ,6045
538,Micro,Manufacturing,Automotive Parts,Corporation,Pilipinas,metro manila,Bacolod,6100
539,lg,Healthcare,TEXTILES,Corporation,Philippines,Zamboanga,Pagadian,7100
540,Large,Technology,Web Design,LLC,N/A,Iloilo,Iloilo City,5600
541,Micro,manufacturing,Clinic,Sole Proprietorship,Philippines,Cebu,Mandaue,6015
542,Micro,Tourism & Hospitality,Event Planning,Partnership,Pilipinas,Iloilo,Iloilo City,6100
543,,Technology,Software Development,Cooperative,Philippines, Davao,Cebu City,6015
544,,Food & Beverage,electronics,Corporation,Philippines,Metro Manila,Pasay,1550
545,Large,Tourism & Hospitality,Event Planning,coop,Philippines,Iloilo,Iloilo City,5000
546,Medium,Construction,other,Sole Proprietorship,Philippines,Cebu,davao ,6015
547,Micro,Construction,Materials Supply,Sole Proprietorship,Philippines,Iloilo,manila,5000
548,Micro,Import/Export,Consumer Goods,N/A,Philippines,Davao,Tagum,8119
549,Medium,Financial Services,Microfinance,LLC,,Davao,Samal,8100
550,Unknown,Import/Export,electronics,LLC,Philippines,CEBU,manila,7000
551,Micro,Financial Services,Microfinance,Corporation,Philippines,iloilo ,Makati,1740
552,Unknown,Healthcare,grocery ,Partnership,,Metro Manila,Muntinlupa,1400
553,Large,Technology,Digital Marketing,Inc.,Philippines,iloilo ,Zamboanga City,7016
554,N/A,Construction,Renovation,Inc.,ph,Zamboanga,Zamboanga City,7016
555,large ,Construction,N/A,Sole Proprietorship,Philippines,iloilo ,Unknown,1770
556,Medium, Technology,Food Processing,Sole Proprietorship,Philippines,Zamboanga,Pagadian,7000
557,Medium,Agriculture,Agricultural Supply,Corporation,PH,Zamboanga,QUEZON CITY,7000
558,Medium,Other, software,LLC,Philippines,,Mandaue,6045
559,Medium,Agriculture,Livestock,sole prop,Philippines,Cebu,,6000
560,Large,Construction,Infrastructure,corporation,N/A,Iloilo,Iloilo City,5800
561,Small,Real Estate,,,,Davao,N/A,8000
562,Small,Technology,misc,LLC,Philippines,Davao,Panabo,8100
563,Small,Transportation,Public Transport,LLC,Philippines,Cebu,Toledo,6014
564,Small,Import/Export,Industrial Equipment,Partnership,Philippines,Davao,Samal,8002
565,lg,Technology,N/A,Sole Proprietorship,Philippines,Cebu,Unknown,6038
566,Large,construction ,Online Education,,Philippines,,Dipolog,7016
567,Large, Technology,Livestock,Partnership,Philippines,Cebu,,6014
568,med,food&beverage,Grocery,Partnership, Philippines,N/A,Zamboanga City,7016
569,Small,food&beverage,Renovation,Partnership,N/A,Iloilo,Roxas,5800
570,Micro,Technology,Digital Marketing,Partnership,N/A,Zamboanga,Dipolog,7016
571,Unknown,Agriculture,Fishery,coop,Philippines,Iloilo,Kalibo,5600
572,Large,N/A,N/A,Sole Proprietorship,Philippines,,QUEZON CITY,8002
573,lg,Technology,electronics,coop,Philippines,N/A,Mandaue,6000
574,Large,Education,Private School,corporation,Philippines,Metro Manila,Muntinlupa,1600
575,Large,RETAIL TRADE,Cable TV,,Philippines,Metro Manila,Las Piñas,1300
576,Large,,Electronics,Sole Proprietorship,ph,iloilo ,QUEZON CITY,1630
577,Medium,Tourism & Hospitality, software,Sole Proprietorship,philippines,Metro Manila,QUEZON CITY,1400
578,Large,Import/Export,Industrial Equipment,Corporation,Philippines,iloilo ,Roxas,5800
579,small,Other,Vocational, LLC,, Davao,Bacolod,5000
580, Small,Healthcare,other,Corporation,Philippines,Metro Manila,Muntinlupa,1400
581,Micro,Retail Trade,Pharmacy,Sole Proprietorship,Pilipinas,Cebu,Mandaue,6014
582,small,Telecommunications,Network Equipment,LLC,Philippines,Iloilo,Bacolod,5000
583,Large,Retail Trade,grocery ,Cooperative,Philippines,CEBU,Pagadian,7016
584,Small,Other,Commercial,sole prop,ph,Iloilo,Bacolod,5600
585,large ,food&beverage,grocery ,,ph,Metro Manila,Pasay,1600
586,Small,Other,Web Design,Partnership,Philippines,Davao,Digos,8002
587,Medium,Import/Export,Food Products,coop,Philippines,Iloilo,Roxas,5600
588,Medium,Other,Commercial,Corporation,Philippines,Iloilo,Kalibo,5000
589,Medium,manufacturing,Renovation,LLC,PHILIPPINES,Zamboanga,Zamboanga City,7100
590,,Real Estate,Development,,Philippines,metro manila,Dipolog,7100
591,Micro,Construction,Residential,LLC,Philippines,Cebu,QUEZON CITY,6045
592,Medium,construction ,Microfinance,sole prop,Philippines,Metro Manila,QUEZON CITY,1600
593,Medium,RETAIL TRADE,electronics,LLC,Philippines,Metro Manila,Pasig,1200
594,Large,Technology,E-commerce,Cooperative,Philippines,Cebu,Mandaue,6000
595,Medium,manufacturing,Trucking,sole prop,Philippines,CEBU,davao ,6045
596,MEDIUM,Food & Beverage,Bakery,Partnership,Philippines,Cebu,Lapu-Lapu,6038
597,Large,N/A,Bakery,Corporation,Philippines,Iloilo,Kalibo,5000
598,med,Tourism & Hospitality,Event Planning,Corporation,Philippines,Cebu,davao ,6045
599,Large,Telecommunications,Mobile Services,LLC,PH,Zamboanga,Pagadian,7100
600,Micro,Tourism & Hospitality,Event Planning,LLC,Philippines,,Kalibo,6100
601,Medium,Import/Export,Food Products,LLC,Philippines,CEBU,,1100
602, Small,Manufacturing,Electronics,sole prop,Philippines,Iloilo,manila,6100
603,Unknown,Financial Services,Investment,Corporation,Philippines,Davao,Davao City,8119
604,large ,Financial Services, software,N/A,Philippines,N/A,Quezon City,1600
605,large , Technology,Money Exchange,Partnership,Philippines,Metro Manila,Taguig,1000
606,Micro,N/A,Agricultural Supply,coop,Philippines,Unknown,,8000
607,Large,RETAIL TRADE,,,Philippines,iloilo ,Davao City,8119
608,Unknown,Tourism & Hospitality,N/A,Partnership,,Davao,davao ,8105
609,small,Construction,misc,coop,Philippines,Cebu,Cebu City,6015
610,,Real Estate,misc,Cooperative,Philippines,Metro Manila,manila,1100
611,Micro,Education,Online Education,N/A,philippines,,Pasig,1300
612,Small,Financial Services,Investment,PARTNERSHIP,Philippines,Davao,Panabo,8105
613,lg,RETAIL TRADE,other,sole prop,Philippines,Davao,Digos,8119
614,Unknown,Telecommunications,Cable TV,Cooperative,Philippines,Iloilo,QUEZON CITY,5800
615,Small, Technology,misc,Corporation,Philippines,,manila,6100
616,Micro,Healthcare,TEXTILES,sole prop,Philippines,Cebu,Lapu-Lapu,6038
617,med,Manufacturing,Automotive Parts,LLC,Pilipinas,Cebu,Cebu City,6015
618,med,Transportation,Delivery Services,Corporation,Philippines,Zamboanga,Unknown,7016
619,Micro,Manufacturing,electronics,Cooperative,philippines, Davao,Zamboanga City,7016
620,Small,Transportation,electronics,Inc.,philippines,Metro Manila,Quezon City,1550
621,Medium,Telecommunications,Network Equipment,PARTNERSHIP,Philippines,CEBU,Kalibo,5000
622,Micro,Transportation,Car Rental,Cooperative,Philippines,Metro Manila,QUEZON CITY,1200
623,Micro,Transportation,Car Rental,Cooperative,Philippines,Metro Manila,manila,1300
624,Unknown,construction ,Network Equipment,Sole Proprietorship,ph,Davao,Davao City,8000
625,large ,Tourism & Hospitality,other,LLC,Philippines,Davao,,8105
626,Large,construction ,E-commerce,Corporation,Philippines,Cebu,QUEZON CITY,6045
627,Medium,Transportation,Trucking,corporation,Philippines,Davao,Tagum,8000
628,small,food&beverage,Restaurant,PARTNERSHIP,PH,Cebu,Cebu City,6015
629,large ,N/A,IT Services,Corporation,Philippines,,Quezon City,1770
630,Micro,Food & Beverage,Catering,Cooperative,Philippines,,Tagum,8000
631,Small, Technology,Delivery Services, LLC,Philippines,N/A,davao ,1630
632,Micro,Healthcare,Clinic,Partnership,,Metro Manila,Pasig,1400
633,Micro,Food & Beverage,Restaurant,LLC,N/A,Metro Manila,Manila,1000
634,Large,Tourism & Hospitality,Hotel,LLC,,Unknown,Panabo,8105
635,Micro,Technology,grocery ,LLC,Philippines,Cebu,Mandaue,6045
636,Micro,Construction, software,corporation,Philippines,Metro Manila,Mandaluyong,1400
637,Large,Telecommunications,N/A,LLC,Philippines,Zamboanga,Zamboanga City,7100
638,N/A,,,LLC,Philippines,Zamboanga,Zamboanga City,7100
639,Micro,Construction,Residential,Partnership,Philippines,Metro Manila,Quezon City,1400
640,Large,Construction,Commercial,Cooperative,,Zamboanga,Pagadian,7100
641,Large,Import/Export,Industrial Equipment,Corporation,Philippines,CEBU,Pagadian,7000
642,MEDIUM,N/A,Trucking,Partnership,Philippines,metro manila,Unknown,6015
643,,Construction,Renovation,,Philippines,Metro Manila,Pasig,1400
644, Small,Tourism & Hospitality,Travel Agency,,Philippines,Zamboanga,,7000
645,Micro,,Residential,Partnership,Philippines,Metro Manila, cebu city,1740
646,Large,Telecommunications,Network Equipment,Partnership,Philippines,,manila,8119
647,Small,Import/Export,Consumer Goods,Cooperative,Philippines,Davao,Digos,8000
648,Micro,manufacturing,IT Services,Partnership,Philippines,Davao,manila,8002
649,Large,manufacturing,Investment,PARTNERSHIP,Philippines,Metro Manila,N/A,1300
650,Medium,Healthcare,TEXTILES,Cooperative,Philippines,Davao,Digos,8002
651,Micro,Import/Export,Automotive,Sole Proprietorship,Philippines,,Roxas,6100
652,Micro,manufacturing,Food Processing,Cooperative,Philippines,Davao,N/A,8002
653,Medium,Transportation,misc,Partnership,Pilipinas,,Mandaue,6015
654,Micro,Real Estate,,PARTNERSHIP,N/A,Zamboanga,Pagadian,7016
655,N/A,manufacturing,Consumer Goods,Corporation,Philippines,Zamboanga,Dipolog,7000
656,MEDIUM,Other,IT Services,Cooperative,ph,Iloilo,Iloilo City,5000
657,Medium,manufacturing,Catering,Corporation,Philippines,CEBU,Digos,8119
658,Micro,Real Estate,Commercial,Partnership, Philippines,Zamboanga,Pagadian,7100
659,Large,Construction,Commercial,Corporation,Philippines,Davao,Panabo,8000
660,lg,Healthcare,Dental,Sole Proprietorship,Philippines, Davao,Mandaue,6014
661,Micro,Food & Beverage,Food Truck,Inc.,Pilipinas,Davao,QUEZON CITY,8105
662,Small,Financial Services,Money Exchange,Cooperative,PH,Cebu,Lapu-Lapu,6000
663,Medium,construction ,Organic Farming,Partnership,Philippines,Davao,Davao City,8119
664,small,Agriculture,grocery ,Cooperative,Philippines,Cebu,Cebu City,6015
665,Small, Technology,grocery ,,Philippines,iloilo ,Makati,1770
666,Micro,Other,Private School,,PH,Metro Manila,Pasay,1600
667,,Education,grocery ,Partnership,N/A,Unknown,Manila,1100
668,Large,Financial Services,Money Exchange,Cooperative, Philippines,Zamboanga,Unknown,7100
669,Unknown,N/A,Textiles,N/A,Philippines,Iloilo,,5800
670,MEDIUM,Telecommunications,Network Equipment,Cooperative,Philippines,Cebu,QUEZON CITY,6014
671,Unknown,Telecommunications, software,Cooperative,ph,Metro Manila,Unknown,1740
672,Medium,,Food Products,Cooperative,ph,Zamboanga,manila,7000
673,Medium,Other,N/A,Partnership,PH,Zamboanga,Zamboanga City,7000
674,N/A,Food & Beverage,Catering,sole prop,Philippines,Davao,,8100
675,Micro,Tourism & Hospitality,Resort,coop,N/A,Unknown,Bacolod,6100
676,Small,Financial Services, software,Sole Proprietorship,Philippines, Davao,Roxas,6100
677,Small,Transportation,Car Rental,Partnership,Philippines,,Dipolog,7016
678,Medium,Food & Beverage,Coffee Shop,Inc.,Philippines,Davao,Davao City,8105
679,small,Financial Services,Money Exchange,Partnership,Philippines,Cebu,Cebu City,6000
680,MEDIUM,Tourism & Hospitality,Restaurant,Sole Proprietorship,Philippines,Zamboanga,manila,7000
681,Small,,Trucking,Partnership,Philippines,Iloilo,Bacolod,5800
682,Micro,Education,grocery ,Cooperative,Philippines,CEBU,Roxas,5000
683,lg, Technology,Electronics,LLC,Philippines,Iloilo,manila,6100
684,Large,N/A,other,coop,PHILIPPINES,Iloilo,Roxas,5000
685, Small,Education,,LLC,Philippines,CEBU,Unknown,8002
686,Micro,Technology, software,Cooperative,Philippines,Davao,,8002
687,Large,N/A,Dental,Cooperative,ph,Iloilo,Iloilo City,6100
688,Small,Construction,Commercial,Partnership,N/A,Cebu,,6045
689,Small,N/A,misc,Corporation,philippines,Metro Manila,QUEZON CITY,1000
690,Small,Other,Food Processing,corporation,Philippines,Iloilo,Iloilo City,6100
691,Medium,Other,Food Truck,Partnership,Philippines,Zamboanga,manila,7016
692,Medium,Construction,,sole prop,Philippines,Iloilo,Unknown,5800
693,Small,Manufacturing,Textiles,sole prop,PH,Cebu,manila,6014
