client_uuid,company_size,industry,subindustry,company_type,segment,country,province,city,annual_revenue,employee_count,year_established
O2CSVTG,Small  (10-49),Hospitalit,NULL,LLC,Segment 1,Philippines,laguna,calamba,13370686,39.0,2006
AN4J698,Small (10-49),Logistic,Third-party Logistics,sole proprietorship,Segment 3,philippines,MAGUINDANAO,Ampatuan,24511884,33.0,1984
80CMS8O,micro (<10),Transportation,Taxi  Services,Sole Proprietorship,Segment 1,Philippines,Isabela,Santiago,4526907,6.270946684911711,2009
8V9J7FN,small (10-49),Entertainment,Gaming,cooperative,Segment 5,Philippines,  Misamis Oriental,initao,17669007,24.0,2003
IL21PHM,small (10-49),Textiles,  Fabric Printing,CORPORATION,Segment 1,Philippines,Ilocos Sur,Cervantes,24025912,41.0,2004
JV2EHKZ,Micro (<10,  Marine,Port Services,  Cooperative,Segment 2,Philippines,  Camarines Sur,  Baao,3770742,9.402708924881761,1988
BYVEUJW,Micro  (<10),Construction,general contracting,Corporatio,Segment 1,Philippines,Negros_Oriental,Amlan,891355,1.0,2016
602SR81,Small (10-49),Agriculture,COFFEE PRODUCTION,LLC,Segment 5,Philippines,Misamis Occidental,  Don Victoriano Chiongbian,29226973,45.689562284764115,1997
9PEOBXM,MICRO (<10),Energy,Hydroelectric,LLC,Segment 2,Philippines,Antique,San Jose,819171,1.0,2010
SMO95SO,MICRO (<10),Waste Managemen,Environmental Services,LLC,Segment 2,Philippines,Misamis_Occidental,Bonifacio,3294694,7.0,1999
NCPYC7C,Small (10-49),Entertainment,GAMING,Partnership,Segment 1,  Philippines,Lanao del Sur,bubong,14045361,37.293044547743364,2004
FAZWAUS,Medium (50-249),Securit,private security,  Partnership,Segment 3,Philippines,Leyte,Ormoc,80158126,103.0,1983
7VSHBE1,Micro (<10),  Construction,Residential Construction,Cooperative,Segment 1,PHILIPPINES,LAGUNA,Cabuyao,459648,1.0,1992
DQ14HZ4,NULL,waste management,sanitation services,LLC,Segment 4,Philippines,Camarines Sur,Buhi,85046837,131.312176525059,1999
EK77CFT,Small (10-49),Textiles,Embroidery_Services,Partnership,Segment 1,Philippines,laguna,cabuyao,20184685,26.0,2013
B199RLS,medium (50-249),,  Medical Technology,CORPORATION,Segment 1,Philippines,negros occidental,San Carlos,45273076,126.0,2010
G4D2G3C,Micro (<10),Manufacturing,Chemical  Processing,Cooperativ,Segment 1,PHILIPPINES,Iloilo,passi,3634121,4.0,2004
QO27V0O,Micro  (<10),CONSTRUCTION,Commercial Construction,Corporatio,Segment 2,Philippines,Masbate,Balud,3039583,6.0,1986
S51149M,Micro (<10),Finance,Insurance,Corporation,Segment 2,Philippines,Davao del Norte,Tagum,6626551,7.0,2001
VMYKJY8,Micro (<10,MEDIA,Marketing Communications,Sole_Proprietorship,Segment 1,Philippines,Camarines Sur,Calabanga,2825144,9.27390707202052,1989
XFT9JV6,micro (<10),NULL,Laboratory  Chemicals,Partnership,Segment 3,Philippines,antique,Belison,2528295,4.0,1992
NR7QL65,Medium (50-249),Telecommunications,Internet Services,LLC,Segment 2,  Philippines,Masbate,Batuan,55005800,80.0,1987
5BQLGOB,Large  (250+),  Logistics,Warehousing,Corporation,Segment 2,Philippines,Negros  Oriental,BASAY,325858793,417.0,2007
0OL6UYV,Medium (50-249),Sport,N/A,PARTNERSHIP,Segment 2,Philippines,Ilocos Sur,Caoayan,131895199,193.6955910249859,2002
O5LLY7H,Medium (50-249),Logistics,Supply  Chain  Management,corporation,Segment 2,  Philippines,Capiz,Roxas,82040085,119.0,1980
Z96PSN3,Micro  (<10),Energy,  Energy Storage,Cooperative,Segment 2,Philippines,Eastern Samar,balangkayan,4549475,5.726703304246537,2001
V5OFFFL,Small  (10-49),Construction,,SOLE PROPRIETORSHIP,Segment 1,philippines,Cebu,TALISAY,32971032,46.0,1998
U0AIC97,Small_(10-49),Telecommunications,broadband services,Corporation,Segment 1,Philippines,  Samar,Hinabangan,23133511,33.0,2016
QNMVRT3,Small  (10-49),  Telecommunications,Mobile Services,  Cooperative,Segment 4,Philippines,Zamboanga del Sur,pagadian,6135889,11.0,2005
0A2H6G2,,NULL,Tutorial_Services,Partnership,Segment 4,Philippines,Eastern Samar,dolores,169738489,231.68968104564547,2011
U4AM79P,Small_(10-49),Hospitality,Restaurants,LLC,Segment 2,  Philippines,Pangasinan,Binmaley,7551199,10.0,2001
8YG45SQ,Micro (<10),Logistics,  Warehousing,LLC,Segment 1,Philippines,Bulacan,PLARIDEL,2202314,3.0,2017
MSC0Q26,Micro  (<10),Mining,Gold Mining,Corporation,Segment 3,Philippines,bohol,Anda,5200008,6.0,2007
Q3S5PBL,Small (10-49),Agriculture,Coconut Production,sole proprietorship,Segment 2,Philippines,sulu,Kalingalan Caluang,25616434,33.0,2004
XSBFOKP,  Medium (50-249),Agriculture,Vegetable Farming,  LLC,Segment 1,Philippines,masbate,Cataingan,46352686,92.0,2016
ESL4QVV,Small (10-49),Security,Cyber Security,Corporation,Segment 1,Philippines,Sulu,Maimbung,10075106,15.890359691811518,2006
QMQB359,micro (<10),PROFESSIONAL SERVICES,  Business Consulting,Partnership,Segment 3,Philippines,Pampanga,Mabalacat,2202303,4.0,2012
M7TR9AZ,small (10-49),Pharmaceutica,Pharmaceutical_Distribution,  Cooperative,Segment 3,Philippines,Davao del Sur,Matanao,15415078,27.0,2015
D7TXC13,micro (<10),finance,insurance,Corporation,Segment 1,philippines,Leyte,Alangalang,3539606,3.0,1984
VYUYQOG,Small (10-49),Agriculture,Rice Production,Partnership,Segment 1,Philippines,NORTHERN SAMAR,Laoang,7580311,10.0,1996
TZEMDQ8,Micro_(<10),  Water,,Sole Proprietorship,Segment 1,philippines,Eastern Samar,Arteche,1733692,3.0,2003
Q1HD6V4,Medium (50-249),telecommunications,,Sole  Proprietorship,Segment 3,Philippines,Metro Manila,Muntinlupa,105365242,185.0,1980
XPVQA4Y,Small (10-49),N/A,Sports & Recreation,N/A,Segment 1,Philippines,Tarlac,Bamban,12403744,34.0,1982
GU6LGOI,Small (10-49),Media,  Broadcasting,Cooperative,Segment 1,Philippines,Palawan,Bataraza,10371003,14.522932642585555,2011
9CUCILH,NULL,Transportation,Shipping Services,Partnership,Segment 3,philippines,Basilan,Tipo-Tipo,1412214,3.0,2000
O78ESG9,Small (10-49),Automotive,  Car Rental,Partnership,Segment 1,Philippines,albay,daraga,29244298,42.53630119665089,1992
SOITTDJ,Small (10-49),Manufacturing,food & beverage,LLC,Segment 3,Philippines,Davao del Norte,New Corella,15450129,16.0,1980
2SZIM4N,Micro  (<10),,Wellness Coaching,LLC,Segment 1,philippines,Eastern  Samar,Arteche,5544535,7.782129820247782,2016
RXVTKIO,Micro (<10),technology,Hardware Sales,CORPORATION,Segment 1,Philippines,Isabela,  Angadanan,8223025,6.0,2012
XIJFDAF,  Micro (<10),Mining,Limestone Mining,Partnershi,Segment 1,Philippines,Misamis Occidental,Tangub,980376,1.0,2017
AVYQ6QE,Small_(10-49),agriculture,Aquaculture,corporation,Segment 3,Philippines,MISAMIS ORIENTAL,GINGOOG,18583663,25.0,1993
10QON47,Medium_(50-249),NULL,ENERGY EFFICIENCY,sole proprietorship,Segment 4,Philippines,Davao del Sur,padada,108529743,107.0,1987
ZXX40IB,Small (10-49),Media,Radio Services,Cooperative,Segment 4,Philippines,Bulacan,Plaridel,7103338,14.0,2005
S6W0LG9,Micro (<10),Media,Public Relations,N/A,Segment 2,Philippines,Sultan Kudarat,Tacurong,4746510,9.0,1989
KYGQSUI,Small (10-49),telecommunications,Data Services,Partnership,Segment 3,PHILIPPINES,south cotabato,surallah,5895081,11.0,1986
V01UTM2,Micro (<10),Manufacturing,Wood Products,cooperative,Segment 1,philippines,Masbate,  Esperanza,8533637,9.0,2001
0SLPHYX,NULL,Textiles,Fabric Printing,Partnershi,Segment 1,  Philippines,Sarangani,Glan,28944752,39.0,2015
UC115XG,Micro (<10),Manufacturing,Food Processing,Corporation,Segment 4,Philippines,Camarines Sur,Naga,5021797,7.384782308486345,2007
Q4W597F,micro (<10),Manufacturing,Plastic Manufacturing,LLC,Segment 1,Philippines,misamis occidental,Bonifacio,4257756,5.0,2015
CY7FAHQ,micro (<10),Hospitalit,Catering  Services,Corporation,Segment 1,Philippines,Ilocos_Norte,  Burgos,621867,1.3122052227601464,2018
GNN5IFO,MICRO (<10),Chemicals,Fertilizers,Partnership,Segment 1,philippines,Samar,  Jiabong,3270481,6.0,1995
FHYSI14,Medium (50-249,Aviation,Aviation Insurance,Corporatio,Segment 1,Philippines,Metro Manila,Muntinlupa,141185958,241.0,2001
Z0XQKVH,Medium (50-249),N/A,Sports Coaching,Partnershi,Segment 1,Philippines,Davao del Norte,Santo Tomas,103731035,226.0,2004
F8DNFQX,MICRO (<10),N/A,Hydroelectric,  Corporation,Segment 2,Philippines,Ilocos Norte,Nueva Era,1128722,2.0,1984
QNSHWBC,Micro (<10),Beauty & Wellness,Beauty_Salons,Partnershi,Segment 2,Philippines,ILOCOS NORTE,Dingras,1105983,3.0,2013
SZQ0XNC,Small  (10-49),Telecommunications,Voice Services,NULL,Segment 4,philippines,CAVITE,Carmona,17319653,24.0,1982
J2LIZUA,Small (10-49),Technology,IT Services,LLC,Segment 4,Philippines,Zamboanga  Sibugay,Buug,20670438,20.372906062398695,2000
4KJIJGT,Micro_(<10),N/A,Hazardous Waste,LLC,Segment 1,PHILIPPINES,sorsogon,Gubat,1281511,2.0,1990
9LNO4EC,Small (10-49),Professional Services,HR  Services,,Segment 1,Philippines,Sarangani,Malapatan,22010311,32.174745644149766,1990
COHF9T5,Micro (<10),retail,clothing & apparel,Partnership,Segment 2,Philippines,Bulacan,Malolos,1351946,4.2065440768887985,1993
HIFSVTT,Small  (10-49),Chemicals,  Chemical Distribution,Corporation,Segment 2,philippines,Negros Oriental,Amlan,6237113,12.614103282085836,1981
S75YV06,Medium (50-249),Professional Services,N/A,LLC,Segment 1,Philippines,Batangas,Taal,56959968,90.0,1991
11F2DRO,small (10-49),telecommunications,Internet Services,llc,Segment 3,Philippines,Iloilo,alimodian,10303853,28.0,1993
ZMFCKJK,Micro_(<10),Finance,Investment Services,Sole Proprietorship,Segment 2,Philippines,Isabela,Alicia,5553217,7.0,1984
FZAUNHY,Small (10-49),  Professional Services,Design  Services,Corporation,Segment 2,Philippines,sulu,Banguingui,10313656,16.380771048196415,2008
NPO7MQ1,micro (<10),Education,secondary education,Sole  Proprietorship,Segment 2,Philippines,Pangasinan,Dagupan,443292,1.80171644115648,1984
UAY4TZS,Small (10-49),  Construction,Residential Construction,Corporation,Segment 1,Philippines,Samar,matuguinao,27657998,36.0,1986
BFKZ1ML,Small (10-49),Marine,MARINE EQUIPMENT,LLC,Segment 4,philippines,Camarines Sur,iriga,20376987,41.0,2002
I5OZ43B,SMALL (10-49),Media,Television Production,Cooperative,Segment 3,Philippines,Pampanga,San_Fernando,17457300,29.0,2001
QTK6FRB,Micro  (<10),chemicals,Industrial Chemicals,Corporation,Segment 1,PHILIPPINES,Lanao del Sur,Binidayan,3701625,8.0,1994
WDDRA5U,Micro (<10),Hospitality,Hotels  &  Lodging,Sole Proprietorship,Segment 4,Philippines,  Misamis Occidental,Don Victoriano Chiongbian,2796239,5.0,2011
5Y73R8F,micro (<10),Logistics,freight management,Corporation,Segment 2,Philippines,  Camarines Sur,bombon,3096493,4.0,2007
ELQNZ35,SMALL (10-49),entertainment,Arts  &  Crafts,cooperative,Segment 4,Philippines,Samar,Daram,10850399,30.0,1981
SV9AS2S,Micro  (<10),Logistics,Express Delivery,Corporation,Segment 3,Philippines,Davao  Oriental,Cateel,6579056,9.0,1980
PR456ST,Micro  (<10),Security,private security,  Cooperative,Segment 2,Philippines,Maguindanao,Datu Montawal,2588291,4.2255896663727235,1994
5UP2POH,Small (10-49),Textiles,EMBROIDERY SERVICES,Partnership,Segment 1,Philippines,la union,Bagulin,23916270,31.834929163124773,1992
MNZKAXT,Micro (<10),Marine,Boat  Manufacturing,LLC,Segment 1,Philippines,Batangas,rosario,2565595,4.630570711974901,2005
JTCKO18,  Small (10-49),Manufacturing,NULL,LLC,Segment 2,Philippines,Pampanga,Bacolor,15096542,28.285878305926033,2008
NHX6P01,Micro (<10),Telecommunications,Cable TV,COOPERATIVE,Segment 3,Philippines,Compostela Valley,Montevista,1205960,3.0,2002
BSZ9NGP,Micro_(<10),Security,Security_Consulting,Partnershi,Segment 1,Philippines,pangasinan,Binmaley,3306318,8.0,1994
GYZFTRT,Micro (<10),Professional Services,Legal_Services,,Segment 1,Philippines,Lanao del Norte,bacolod,5492750,7.0,2007
J6IRC6J,Small (10-49),MARINE,boat manufacturing,Cooperative,Segment 4,Philippines,Negros Oriental,Bayawan,20625779,31.37437272536697,2006
T4P9KTZ,medium (50-249),Security,Access_Control,Cooperative,Segment 5,Philippines,Sulu,Hadji Panglima Tahil,106432898,158.0,1986
QGE0ABD,micro (<10),Agriculture,corn production,COOPERATIVE,Segment 2,  Philippines,metro manila,Navotas,4849844,9.0,2014
2U4VRBV,Small (10-49),media,radio services,,Segment 1,philippines,misamis oriental,  Balingasag,13054599,35.603001192454556,1999
7SZWRJJ,small (10-49),Technolog,Cybersecurity,Partnershi,Segment 1,Philippines,Masbate,Cataingan,43417816,42.0,2003
40CEEGM,NULL,RETAIL,automotive retail,cooperative,Segment 1,Philippines,Zamboanga del Norte,Bacungan,1998614,3.814509540368474,1985
MHB40Q8,Micro (<10),  Manufacturing,Metal Fabrication,Partnershi,Segment 4,Philippines,Sultan Kudarat,  Lutayan,2591288,3.0,2012
LYMZKWM,small (10-49),Automotive,auto parts,NULL,Segment 1,PHILIPPINES,PALAWAN,ARACELI,19703255,43.80592115549909,1989
GES6XWV,Micro (<10),Telecommunications,  Telecommunications Equipment,Sole Proprietorship,Segment 2,Philippines,ZAMBOANGA SIBUGAY,Imelda,2000636,5.0,2018
DGDWFII,Micro (<10,Mining,Stone Quarrying,LLC,Segment 1,philippines,masbate,Baleno,5666969,7.0,2017
GIBKC3H,micro (<10),NULL,Professional  Development,LLC,Segment 2,Philippines,Misamis Oriental,Balingoan,5789376,9.0,1995
943LUL8,Micro (<10),NULL,Fabric  Printing,Cooperative,Segment 3,Philippines,Aklan,Banga,1206027,4.0,1983
CWYT986,  Large (250+),NULL,surveillance systems,Sole Proprietorship,Segment 4,Philippines,Cavite,General Trias,420460882,683.0,1999
6LOQ2CK,Micro (<10),Logistics,Cold  Chain  Logistics,  Sole Proprietorship,Segment 1,Philippines,NEGROS OCCIDENTAL,Sagay,1932753,3.0,2003
ZIMO5Q2,Micro (<10),beauty & wellness,Spa_Services,corporation,Segment 1,Philippines,Sulu,maimbung,5441491,8.155379810068666,1999
ELJNTT9,Micro (<10),Telecommunications,Telecommunications Equipment,cooperative,Segment 1,Philippines,Iloilo,  Barotac Nuevo,1469375,2.0,1992
530S1JP,micro (<10),Financ,BANKING SERVICES,llc,Segment 4,Philippines,Eastern Samar,Hernani,4383365,4.0,2018
639YDR6,Large (250+),Textiles,Fabric Manufacturing,LLC,Segment 4,Philippines,Sorsogon,Juban,408821929,826.0,1994
5ZCOU3N,Micro (<10),transportation,motorcycle transport,  LLC,Segment 2,Philippines,Sarangani,Malungon,1512752,2.3641004968465706,1986
EUMNP1A,large (250+),mining,Stone Quarrying,Partnershi,Segment 3,Philippines,Cebu,Naga,1666695193,1399.0,1981
Q78U577,Small_(10-49),Furniture,furniture retail,Corporation,Segment 3,Philippines,Batangas,tanauan,22002998,47.0,2015
UOCQO6E,  Micro (<10),  Security,Access_Control,partnership,Segment 1,Philippines,Batangas,San  Juan,2143332,4.0,2006
3WYYMYQ,Small (10-49,  Professional Services,marketing services,Cooperative,Segment 4,Philippines,  Compostela Valley,Maragusan,19652833,33.10551887639336,2008
ZWQEP3U,Micro (<10),Security,Access Control,LLC,Segment 2,Philippines,Cavite,Silang,4700623,6.0,1981
25R45I3,Micro (<10),Sports,sports events,LLC,Segment 2,Philippines,Misamis Oriental,EL SALVADOR,768806,1.0,1988
4E2D4DR,Medium (50-249),Retail,online retail,SOLE PROPRIETORSHIP,Segment 2,philippines,albay,jovellar,51042116,82.0,2011
UMH3H0W,N/A,professional services,Marketing Services,Partnership,Segment 1,philippines,Batangas,Rosario,31721452,45.0,2009
UOMGCOT,Micro (<10),Water,water testing,CORPORATION,Segment 1,Philippines,DAVAO DEL SUR,Sulop,530130,1.0,1990
9N5745P,Small (10-49),Chemicals,paint & coatings,Cooperative,Segment 3,Philippines,Negros Occidental,BACOLOD,21892925,34.22629218081096,2005
U0W995Q,Micro (<10),Waste Management,Hazardous  Waste,Partnership,Segment 1,Philippines,Ilocos Sur,Burgos,653303,2.507919676276201,1996
4SSTQL8,Micro_(<10),Textiles,NULL,Partnership,Segment 3,Philippines,Negros Occidental,Silay,6910320,9.0,1992
YEHVNSZ,Micro  (<10),telecommunications,NULL,Cooperative,Segment 1,Philippines,Misamis Occidental,  Oroquieta,1344250,4.0,2009
FUMIH1S,micro (<10),Chemical,  Laboratory Chemicals,Cooperative,Segment 2,Philippines,LEYTE,bato,2586853,6.72537428034691,1983
AO4N7A8,Micro  (<10),sports,  Sports Marketing,Corporation,Segment 1,philippines,nueva ecija,CABANATUAN,6273304,9.811024640189961,1995
KF00MIH,Small_(10-49),,,Partnership,Segment 2,philippines,south cotabato,  Koronadal,7030889,22.0,2004
LYJXKXC,  Micro (<10),Furniture,  Outdoor Furniture,Cooperative,Segment 3,Philippines,lanao del norte,bayang,2443466,4.654595993466862,2008
SIIEW7V,micro (<10),Security,Private Security,Partnership,Segment 1,Philippines,Cavite,Bacoor,1427068,2.203945984973417,1990
66BN6AV,Micro_(<10),Textiles,Custom Tailoring,  Sole Proprietorship,Segment 2,Philippines,SAMAR,Catbalogan,947071,2.0,1998
TRLQDSW,Micro (<10),Automotive,  Auto Insurance,LLC,Segment 2,Philippines,NEGROS ORIENTAL,Bais,1644986,4.0,1983
8SO4PG8,  Micro (<10),,supply chain management,Corporation,Segment 3,Philippines,Leyte,Ormoc,755172,1.0,1980
ICXAFED,Large (250+),Furnitur,interior design,Corporation,Segment 4,  Philippines,Davao  del  Sur,Kiblawan,488092224,868.0,2016
MHNZ3M9,Micro  (<10),Marine,Marine_Equipment,N/A,Segment 3,philippines,Nueva Ecija,Gapan,2404295,5.0,1985
TL9I6F5,small (10-49),Mining,Mineral Processing,LLC,Segment 1,  Philippines,Metro Manila,Marikina,29247846,33.0,2005
K2730YW,Micro (<10),,Beauty_Products,Sole Proprietorship,Segment 1,Philippines,Leyte,Babatngon,3508851,6.0,2009
UFW524Y,Micro (<10),TRANSPORTATION,NULL,Sole  Proprietorship,Segment 1,Philippines,Cebu,Carcar,393349,1.0,1991
EAKDQD5,Small (10-49),Telecommunications,Telecommunications Equipment,Sole_Proprietorship,Segment 2,  Philippines,Cavite,SILANG,9989669,20.0,2015
3CA3BOK,Micro (<10,Technolog,IT Consulting,Corporation,Segment 1,Philippines,NORTHERN SAMAR,catubig,5618252,7.281382590442047,1989
ZM66IOE,small (10-49),Healthcare,Physical Therapy,SOLE PROPRIETORSHIP,Segment 2,PHILIPPINES,Leyte,Alangalang,15785542,28.0,1981
6UNCY6M,Small (10-49),aviation,aviation services,Sole Proprietorship,Segment 2,Philippines,Tawi-Tawi,Bongao,25184287,47.0,2009
R52TSPK,Medium  (50-249),WATER,Water_Treatment,Sole_Proprietorship,Segment 1,Philippines,Bohol,Baclayon,111836920,200.0,1994
0YEDOM6,Small (10-49),Mining,mineral processing,Sole Proprietorship,Segment 3,Philippines,Cavite,Silang,22213322,21.27217882040646,2008
5KAF0OJ,Micro (<10),Waste Managemen,waste disposal,Cooperative,Segment 1,Philippines,Capiz,Mambusao,2218667,6.0,2001
QANRPJI,Micro  (<10),Logistics,cargo handling,  Sole Proprietorship,Segment 1,Philippines,Ilocos Sur,Candon,3034846,5.656278662773086,1985
558O53S,Small (10-49),Textiles,Custom_Tailoring,cooperative,Segment 3,Philippines,Capiz,DAO,35134843,49.0,1981
LU5YN8I,micro (<10),Aviation,Aviation_Fuel,Sole Proprietorship,Segment 2,  Philippines,Samar,motiong,668656,1.0,2016
SZYYJTE,Medium (50-249,Agriculture,Livestock Farming,llc,Segment 3,Philippines,Davao del Norte,Panabo,26435187,52.299536000330995,2015
GJMP7H4,Micro (<10),retail,General_Merchandise,Partnership,Segment 2,Philippines,Bohol,Balilihan,1913177,6.0,2011
7UQ7CXV,Micro (<10),Hospitality,Food_Service,LLC,Segment 1,Philippines,PANGASINAN,bayambang,962715,3.0,1993
4WHA8O1,Large (250+,real estate,NULL,Cooperative,Segment 4,Philippines,Tarlac,Tarlac City,397846280,699.7575461434601,1987
RJ76541,Micro (<10),Pharmaceutical,Laboratory Equipment,N/A,Segment 3,Philippines,Laguna,San Pablo,1967498,3.0,2013
Q1V5YI9,,,  Wood Products,Partnership,Segment 3,Philippines,Tawi-Tawi,South Ubian,133129660,206.56231427102654,1991
6AIMX9T,micro (<10),Manufacturin,N/A,LLC,Segment 1,Philippines,Davao Oriental,Manay,2116790,4.191596645949312,1985
ZWPU2TL,NULL,N/A,CORN PRODUCTION,Sole Proprietorship,Segment 2,Philippines,Misamis  Oriental,INITAO,782242084,1676.0,2012
IR3C2GY,micro (<10),Professional Services,Management Consulting,llc,Segment 2,Philippines,Capiz,jamindan,2662137,5.0,2011
TUCNU0G,Medium (50-249),Education,Educational Materials,llc,Segment 1,  Philippines,Davao del Norte,San Isidro,125512733,207.2806400901143,1991
0B7PJTY,small (10-49),,LIMESTONE MINING,Sole  Proprietorship,Segment 4,philippines,Laguna,calauan,28531210,26.676215669715926,1989
Y6IMJ6I,Small (10-49),Marine,Boat_Repair,LLC,Segment 1,  Philippines,Lanao del Norte,lala,19677233,26.66716839666807,2006
V5TBHYK,Medium (50-249),  Agriculture,Coconut Production,LLC,Segment 5,philippines,  Capiz,Panitan,90437037,155.0,1997
EUPGIXZ,Micro (<10,entertainment,theater production,  Cooperative,Segment 2,Philippines,  Northern Samar,  Lapinig,1714248,3.0,1981
WJW6S7C,Micro (<10,Healthcare,general practice,Partnership,Segment 1,Philippines,south cotabato,Tampakan,1644326,4.0,2009
6CVM2F1,Small (10-49),Real Estate,Real Estate Brokerage,Cooperative,Segment 2,Philippines,La  Union,BAUANG,5094231,10.0,2010
5JLLJ73,Small (10-49),Logistics,international shipping,llc,Segment 4,Philippines,compostela valley,maragusan,9035236,18.0,1996
RR4TWJQ,Large  (250+),Waste Managemen,Cleaning Services,Corporatio,Segment 3,Philippines,Lanao del Sur,Bubong,561188118,1207.7985824209693,1988
VD5X1F6,Small_(10-49),finance,  Financial Planning,Corporation,Segment 4,Philippines,Eastern  Samar,Guiuan,22973143,20.0,2007
XC0AOND,Small (10-49),Pharmaceutical,Drug Manufacturing,partnership,Segment 3,Philippines,Laguna,alaminos,15186240,24.550356398135808,2005
XRKA5PN,N/A,Entertainment,arts & crafts,Corporation,Segment 3,Philippines,Palawan,Brookes  Point,91987889,123.0,1985
B1UOWJZ,Micro_(<10),Retail,Home & Garden,Corporation,Segment 4,philippines,Zamboanga del Sur,Zamboanga_City,2100359,5.0,2009
UJ9MZ7S,Micro (<10),Beauty & Wellness,N/A,llc,Segment 1,Philippines,Bulacan,Malolos,2180750,4.0,1989
LXK725U,micro (<10),Manufacturing,Wood Products,llc,Segment 2,Philippines,Lanao del Norte,iligan,651103,1.0,2012
0FNCA4J,Small (10-49),Entertainmen,Event Management,LLC,Segment 1,Philippines,Eastern Samar,Balangiga,30647383,49.0,2006
Y47KDH8,medium (50-249),Furniture,Furniture Repair,llc,Segment 5,Philippines,Iloilo,Iloilo City,76934597,149.0,1989
4WA4GOF,Small_(10-49),  Finance,NULL,Sole  Proprietorship,Segment 4,Philippines,Isabela,Ilagan,16276950,20.0,1999
U6TI4HK,Micro  (<10),N/A,Sanitation  Services,Cooperativ,Segment 1,Philippines,Pampanga,ARAYAT,1733845,4.0,1987
VLE773W,Micro (<10),Logistics,  Cold Chain Logistics,LLC,Segment 3,Philippines,Zamboanga  Sibugay,Naga,3776196,5.0,1988
56BQJBL,small (10-49),Automotive,AUTO REPAIR,Corporation,Segment 4,Philippines,Misamis_Oriental,Claveria,32796742,47.0,1993
M8HR7F0,Small (10-49),Pharmaceutical,Medical Devices,  Corporation,Segment 1,Philippines,Albay,Libon,16310540,24.0,1982
YT0FFIU,  Small (10-49),Beauty & Wellness,spa services,Partnership,Segment 2,philippines,Albay,Legazpi,13005295,37.15155160381317,1993
54JCVBW,Small (10-49),Marine,Marine Transportation,Cooperative,Segment 4,Philippines,Lanao del Sur,Bubong,26679292,42.0,1992
WPC3MHX,,  Entertainment,amusement parks,  Partnership,Segment 1,Philippines,Cavite,Tagaytay,4864509,9.0,2004
CKJCEOF,Micro (<10),NULL,Coal Mining,CORPORATION,Segment 3,philippines,  Laguna,Los  Baños,2316130,4.0,2011
GE6ZU7Z,Micro  (<10),Automotive,Vehicle Maintenance,Sole Proprietorship,Segment 1,Philippines,Pangasinan,San Carlos,3106678,8.0,2008
0B90Y9G,Medium (50-249),Automotive,Vehicle  Maintenance,sole proprietorship,Segment 4,Philippines,Ilocos Norte,Dingras,92072338,164.0,1983
81Y1IEP,Small_(10-49),Furniture,Upholstery Services,Cooperative,Segment 5,philippines,Leyte,BABATNGON,4379636,14.0,1998
2Y5KD49,MEDIUM (50-249),N/A,  Pharmacy,Corporation,Segment 4,Philippines,Laguna,San Pablo,56779965,140.0,2018
TZDWPYI,MICRO (<10),Telecommunication,Satellite  Communications,Cooperative,Segment 2,Philippines,  Nueva Ecija,Cuyapo,2327966,7.0,1982
HKH4LKQ,micro (<10),Mining,Mineral_Processing,Cooperative,Segment 4,Philippines,Negros_Oriental,Canlaon,6141492,8.0,1987
LL60NG0,Medium (50-249),Chemical,  Chemical Processing,Partnership,Segment 4,Philippines,Pangasinan,Mangaldan,31767048,58.17975835441312,2008
WJ1S14B,Micro (<10),AVIATION,Air Transportation,Cooperative,Segment 1,Philippines,  Leyte,ABUYOG,1034358,2.688750164566734,2016
24EKQMT,MEDIUM (50-249),Pharmaceutical,pharmaceutical research,Sole Proprietorship,Segment 4,Philippines,  Eastern Samar,Hernani,124225247,206.53592552261384,2017
270ZETH,micro (<10),N/A,Freight Forwarding,Corporation,Segment 1,Philippines,Albay,Camalig,1928117,5.0,2004
2C61RVT,Micro (<10),Automotiv,N/A,LLC,Segment 2,  Philippines,Isabela,  Cabatuan,2479044,4.0,2013
LU7U9GU,Small (10-49,Waste Management,  Cleaning Services,Sole Proprietorship,Segment 1,Philippines,  Pangasinan,bayambang,28166433,36.0,2009
9MSP38B,,NULL,Copper_Mining,Sole Proprietorship,Segment 1,Philippines,Metro Manila,Taguig,1952257,2.0,2003
FFAPKV7,SMALL (10-49),Waste Management,Waste Collection,NULL,Segment 1,philippines,  Metro Manila,Pasig,17325177,37.0,2017
N2QF5S0,Large  (250+),Textiles,Fabric Manufacturing,Cooperativ,Segment 3,Philippines,Samar,Basey,628542716,1796.5912930945187,1989
46LYW16,Micro (<10,sports,Sports Marketing,N/A,Segment 1,Philippines,Misamis  Occidental,Don Victoriano Chiongbian,681262,1.0,1994
43X53ZR,Micro (<10),Waste_Management,sanitation services,LLC,Segment 3,Philippines,Lanao del Sur,binidayan,594981,1.0,2013
M86KYXV,Medium (50-249),Media,Publishing,llc,Segment 1,Philippines,Davao Oriental,Banaybanay,66537872,169.0,1997
DG3JGED,Micro  (<10),Professional_Services,business consulting,Partnership,Segment 1,Philippines,sarangani,MAASIM,2246068,3.0,1999
SO7SKRX,Small (10-49),Hospitalit,Event_Planning,Corporation,Segment 2,  Philippines,Sultan Kudarat,Bagumbayan,10641968,32.70313567197635,1980
